entity_type,entity_id,diversity,dsi,surprise,z_diversity,z_dsi,z_surprise,n_tasks,composite,valid_rate
human,human_113,0.46957078814506537,0.3892678987979889,4.3471874999999995,0.34140591103519813,-0.9812308019671206,0.05444414057277615,5,-0.19512691678638214,1.0
human,human_114,0.43820808291435237,0.4318244290351868,3.710234375,-0.546874287629042,-0.07104957835081847,-0.715642602637953,5,-0.4445221562059378,1.0
human,human_115,0.4874215868115425,0.42682228744029993,3.72515625,1.3783403983842843,-0.2086398614040827,-0.7603948882969227,5,0.13643521622775964,0.9583333333333334
human,human_116,0.46467720627784725,0.44369019627571105,4.5728124999999995,0.30380525752377185,0.2822235068541798,0.288926277424302,5,0.2916516806007512,0.96
human,human_117,0.4762944936752319,0.42622235894203186,4.591093750000001,0.6570291229662141,-0.15136301842966562,0.24582947036386688,5,0.2504985249668051,0.96
human,human_118,0.4514520215988159,0.37348823189735414,4.602734375,-0.18384601914857077,-1.3569009191521113,0.3247332554273782,5,-0.4053378942911013,1.0
human,human_119,0.4692902064323425,0.43303674340248105,4.1759375,0.410370121237729,-0.061529016248719315,-0.2515873213624864,5,0.032417927875507756,0.96
human,human_120,0.5107225525379181,0.43073436419169103,4.16015625,1.9963768561809174,-0.10099075949144556,-0.40188189156570664,5,0.4978347350412551,1.0
human,human_121,0.45217708230018616,0.44794721126556397,4.153203124999999,-0.13690453683711587,0.31220972729419383,-0.3053515309641709,5,-0.04334878016903098,1.0
human,human_122,0.4479021281003952,0.369965984026591,5.482109375,-0.18177936924671342,-1.8039759535074875,1.8904592839179455,5,-0.03176534627875179,1.0
human,human_123,0.4678703796863556,0.42329989314079286,4.062578125,0.39525067471950076,-0.15555622342444803,-0.3402437858660064,5,-0.03351644485698455,1.0
human,human_126,0.46511090874671934,0.4178696975111961,4.960078125,0.2529944146595182,-0.9907225060342554,0.6066265369564496,5,-0.04370051813942918,0.96
human,human_127,0.46843435168266295,0.4243311262130737,3.7365625000000002,0.4199652967157064,-0.2619138453538502,-0.7084395496880084,5,-0.18346269944205074,1.0
human,human_128,0.4599062955379486,0.4304520294070244,4.9,0.24999611310264797,-0.5751603590075468,0.4205234143429478,5,0.03178638947934966,1.0
human,human_129,0.44969850420951846,0.4833049392700195,4.32890625,-0.19037920185313933,0.8343602675872761,-0.13528873757922547,5,0.16956410938497044,0.96
human,human_130,0.4494464409351349,0.4132206612825394,5.5150781250000005,-0.2995291266899193,-0.5672374462043708,1.3223644016688398,5,0.1518659429248499,1.0
human,human_131,0.46357576131820677,0.41677778840065,4.49640625,0.23773115119804938,-0.43330776259344717,0.1384744108151121,5,-0.019034066860095223,1.0
human,human_133,0.4581094062328338,0.4105487096309662,4.813359375,0.05374471089356729,-0.6239425542433026,0.5406389897363015,5,-0.009852951204477933,1.0
human,human_134,0.4974085044860839,0.45987106800079347,4.3409375,1.6744528285331017,0.5521838884875616,0.21333295913750822,5,0.8133232253860573,0.96
human,human_135,0.4569556474685669,0.40331799268722535,4.208671875,0.0023828255395960175,-0.5045496746819789,-0.20587862826625666,5,-0.23601515913621318,1.0
human,human_136,0.4519115591049195,0.46130653679370875,4.245,-0.08052881063037215,0.540573352219497,-0.1078689841747669,5,0.11739185247145263,1.0
human,human_137,0.4544438660144806,0.3993646812438965,4.8568750000000005,-0.029815829965867423,-0.8890704186015259,0.543867222142991,5,-0.12500634214146744,0.96
human,human_138,0.4463437497615814,0.4146826195716858,4.93328125,-0.27610267381661713,-0.5035645233487607,0.5598100178066616,5,-0.07328572645290539,1.0
human,human_139,0.49022045850753787,0.46587944348653154,4.371484375,1.3730334655789682,0.7317239247808516,-0.13183678064098509,5,0.6576402032396116,0.8
human,human_140,0.4541129124164581,0.3879421103000641,4.8309375,-0.05225528255905375,-0.9309701257389336,0.45373281735431686,5,-0.17649753031455684,1.0
human,human_141,0.4556887447834015,0.42071479797363287,3.89078125,-0.06775021015549276,-0.3241027734542357,-0.5317435575759053,5,-0.3078655137285446,1.0
human,human_142,0.4875687682628632,0.4462039709091187,4.4703125,1.20210464744019,0.093018027623055,0.034645406018252764,5,0.44325602702716593,0.96
human,human_143,0.4678705322742462,0.4893663573265076,4.57,0.3963648223260535,0.9106954325709846,0.13636933869224388,5,0.48114319786309395,1.0
human,human_144,0.456787770986557,0.4442270815372467,3.8803906249999995,0.003759364741529758,0.22301662516677526,-0.44390520571397885,5,-0.07237640526855794,1.0
human,human_146,0.4690944337844849,0.4523757660388947,4.294296875,0.4508805339308174,0.37557535633624495,-0.24676421032147852,5,0.19323055998186126,1.0
human,human_148,0.4664893782138824,0.40582305729389195,4.838046875,0.37937718488788175,-0.6702971111622782,0.43210472855892956,5,0.04706160076151104,1.0
human,human_151,0.48538772583007816,0.40887200474739077,5.080390625,0.9509803692841761,-0.6699129498204013,0.9304472086554014,5,0.40383820937305875,1.0
human,human_152,0.48900248408317565,0.41097097396850585,4.22421875,1.0105157504897089,-0.4938620801074194,-0.15539873733537118,5,0.12041831101563943,1.0
human,human_153,0.46545794010162356,0.4348294389247894,4.3842968749999995,0.3053606766858309,-0.13127276636178306,0.1365965971764674,5,0.10356150250017175,1.0
human,human_154,0.496717369556427,0.4439894497394562,4.108359375,1.2566696265747375,0.16748083609737302,-0.234389998326477,5,0.39658682144854446,1.0
human,human_155,0.4761358690261841,0.4801103484630585,4.114921874999999,0.6439090775519304,0.8987895513085571,-0.1989597116242451,5,0.4479129724120807,1.0
human,human_156,0.47741643428802494,0.47060182332992556,4.271796875,0.792593176051166,0.7305900830010611,0.05235227543128873,5,0.5251785114945053,1.0
human,human_157,0.47072743535041806,0.4568164134025574,4.64828125,0.5507810802466686,0.3243789142903794,0.3201527626054139,5,0.398437585714154,1.0
human,human_158,0.4250619459152222,0.4149434566497803,4.62,-1.0342505086980656,-0.38789942224721097,0.10230581381141728,5,-0.43994803904461977,1.0
human,human_159,0.4543318867683411,0.4513724827766419,4.345703125,0.012333596947078206,0.2822362918058024,-0.12675567390125192,5,0.05593807161720956,1.0
human,human_160,0.4656057608127594,0.46756210803985593,3.3342968749999997,0.41904023057841105,0.6403413579712305,-1.0753668482028393,5,-0.005328419884399249,1.0
human,human_162,0.45641181349754334,0.3952030605077744,5.12859375,0.15812565959551508,-1.0672283978167383,0.9030858028533102,5,-0.002005645122637678,1.0
human,human_163,0.463983120918274,0.4045538401603698,4.078984375,0.2965831926545778,-0.7996583213887112,-0.3002772623684885,5,-0.2677841303675406,1.0
human,human_164,0.43780633211135866,0.424057674407959,4.3686718749999995,-0.5543987934172057,-0.24009306665729255,-0.008029125461229913,5,-0.26750699517857607,1.0
human,human_165,0.4713674005866051,0.41074020564556124,5.5651171875,0.4788947638599286,-1.1372547913768036,1.6227179211905736,5,0.3214526312245662,0.9583333333333334
human,human_167,0.46457919478416443,0.4321328663825989,4.1127343750000005,0.3063695488642323,-0.03139154685342034,-0.29825411501665855,5,-0.007758704335282196,1.0
human,human_168,0.45806583762168884,0.4165188574790955,3.5579296874999997,0.1283694639081024,-0.505906675662186,-0.9164048853036736,5,-0.4313140323525857,0.96
human,human_169,0.448093349635601,0.5309885048866272,4.146640625,-0.26719976115656624,1.5476009979319465,-0.42659073577524814,5,0.2846035003333774,1.0
human,human_170,0.4455141389369965,0.44378538668155676,4.4497656249999995,-0.2197833909893076,0.26567391470714524,-0.06916431465888148,5,-0.007757930313681281,0.96
human,human_171,0.44488965511322026,0.4064157938957214,4.5525,-0.3207341391663331,-0.874909686779023,0.26227980787650207,5,-0.31112133935628467,1.0
human,human_172,0.4707720637321472,0.37721405625343324,5.98375,0.5058944762255734,-1.2253396741360176,1.4382435531558644,5,0.23959945174847339,0.88
human,human_175,0.42825150817632673,0.45076359689235684,4.53203125,-0.874235417537038,0.19968268172823667,0.13568980439389172,5,-0.1796209771383032,1.0
human,human_176,0.4613524782657623,0.4555805569887161,4.805625,0.1908725676346154,0.3843565100309677,0.5426570238592083,5,0.3726287005082638,0.96
human,human_177,0.44199214816093446,0.4060774517059326,4.80609375,-0.3686693630640546,-0.880000786045453,0.8596526169749928,5,-0.1296725107115049,1.0
human,human_178,0.4580694413185119,0.4175310719013214,4.25203125,0.036663021562804765,-0.36780951934384265,-0.14852894496002575,5,-0.15989181424702123,1.0
human,human_179,0.4269815027713776,0.4133314377069473,5.233124999999999,-0.9799363516142389,-0.4729246035319371,0.7971439898111901,5,-0.21857232177832864,1.0
human,human_180,0.4720986604690552,0.38170971870422366,4.88828125,0.47215141443260933,-1.2541150253169104,0.5652676397259163,5,-0.07223199038612826,0.96
human,human_181,0.4725866174697876,0.4373591494560241,4.97984375,0.6148279982456808,0.09644497522754408,0.6408107752363479,5,0.4506945829031909,0.96
human,human_182,0.45614390254020687,0.4022258877754211,5.16375,0.009707558790767184,-0.6798725026815975,0.7740194203704502,5,0.03461815882653999,1.0
human,human_184,0.4684608542919159,0.44734092205762865,5.52140625,0.46763870250071377,-0.180586991068979,1.3772951641921447,5,0.5547822918746265,0.96
human,human_186,0.43503568331400555,0.4123108994960785,4.792708333333334,-0.6843914592852587,-0.6677080544033396,0.46626022128670075,5,-0.29527976413396584,1.0
human,human_187,0.4701919567584992,0.4356772017478943,3.530078125,0.41801072925989813,0.0269914245856806,-0.8839781693335181,5,-0.1463253384959798,1.0
human,human_188,0.47184699058532714,0.4180808126926422,3.925625,0.4708068742844006,-0.35339702766595127,-0.37413597426389755,5,-0.08557537588181607,1.0
human,human_189,0.4597716438770294,0.41213326930999755,4.04328125,0.16956446486892868,-0.46756195098094294,-0.35892383588612803,5,-0.21897377399938076,1.0
human,human_190,0.4668724310398102,0.4153305470943451,3.784140625,0.3455332081372847,-0.3927623884277897,-0.7217817071777981,5,-0.25633696248943433,1.0
human,human_191,0.4474437808990478,0.4525749337673187,3.96859375,-0.20504332516197846,0.30993697768858547,-0.513385747855661,5,-0.13616403177635136,0.96
human,human_192,0.465869859457016,0.40723576068878176,4.695625,0.540010831603572,-0.48677744128761197,0.29779953370812295,5,0.11701097467469433,1.0
human,human_193,0.45553941845893864,0.4174795413017273,4.349609375,-0.012176089069386309,-0.35221978323064007,0.01880626550265676,5,-0.11519653559912323,1.0
human,human_194,0.45151589989662166,0.3894727122783661,5.462109375,-0.14333165626041794,-1.0886628401575238,1.1425216769554,5,-0.02982427315418053,1.0
human,human_195,0.4353739190101623,0.38475026369094845,5.274296875,-0.6506900328683762,-1.2185799510874025,1.0206478368016692,5,-0.28287404905136987,1.0
human,human_197,0.4576469147205353,0.38521135568618775,5.578776041666666,-0.00495902933459672,-1.189649521481478,1.528847113804328,5,0.11141285432941779,0.9565217391304348
human,human_198,0.44298856258392333,0.44356455504894254,4.2617578125,-0.42239326039422487,0.34453629954688225,-0.25984551963321817,5,-0.11256749349352026,1.0
human,human_200,0.4792607188224792,0.47461591601371766,4.477734375,1.3287743916766217,0.7446717776138996,0.48059197711603385,5,0.851346048802185,0.8
human,human_202,0.4940319752693176,0.4594060909748078,4.1796875,1.37851696870884,0.3023234566541115,-0.16277224285358455,5,0.5060227275031224,0.96
human,human_203,0.4633294939994812,0.44468159556388853,4.02765625,0.39169519998665836,0.03642552860642491,-0.21695604056932397,5,0.07038822934125309,1.0
human,human_205,0.45197094559669493,0.41779671788215633,4.614375,-0.13775109298094207,-0.39491592116297725,0.3105122853225204,5,-0.07405157627379966,1.0
human,human_206,0.4688834476470947,0.40697393894195555,5.604453125,0.4507235057511144,-0.7266468113004169,1.3412856994702125,5,0.35512079797363666,0.96
human,human_210,0.498159294128418,0.49303169369697575,3.37359375,1.556768828890149,1.1839505611107444,-0.9559481832280641,5,0.594923735590943,0.88
human,human_211,0.4608029055595398,0.4193481892347336,4.972890625,0.15420920806754154,-0.7050930768670423,0.7490102222548752,5,0.06604211781845819,0.96
human,human_213,0.4560121703147888,0.3999502938985825,5.80671875,0.018953407283982093,-1.084895971729828,1.6838422325918594,5,0.20596655604867112,0.96
human,human_214,0.4507509696483612,0.42117380023002626,5.637031250000001,-0.15684224497117777,-0.35488387360117934,1.158724995614667,5,0.21566629234743662,1.0
human,human_216,0.4621874773502349,0.43864787101745606,4.58984375,0.22012851149411805,-0.02920449994326657,0.22054274495402795,5,0.13715558550162646,0.96
human,human_218,0.48320797085762024,0.45606428682804107,4.0821875,1.0112376458741015,0.45770416013846454,-0.1729802466753924,5,0.43198718644572454,0.9583333333333334
human,human_219,0.4723522090911866,0.438173930644989,5.262968750000001,0.5726617906636797,-0.11583870884793779,0.7782055498918548,5,0.4116762105691989,1.0
human,human_220,0.44768208175897595,0.419407156308492,4.654375,-0.21796408407846496,-0.35179077986710905,0.2858956159972161,5,-0.09461974931611933,1.0
human,human_221,0.4776967298984528,0.4503797733783722,4.700390625,0.7301005973029797,0.1198600098608293,0.36464176748176536,5,0.40486745821519143,1.0
human,human_222,0.42500549316406244,0.4253541600704193,3.8989062500000005,-0.9870386077638909,-0.3112787734193505,-0.5785732714638788,5,-0.6256302175490401,0.96
human,human_223,0.45742363095283506,0.47272676169872285,3.9607031249999998,0.038509511204109524,0.6047681442971405,-0.4804085918436206,5,0.05428968788587648,1.0
human,human_224,0.45056855320930483,0.4131366801261902,5.5825000000000005,-0.1647067548271187,-0.5349735382773531,1.3548727257609536,5,0.21839747755216063,0.96
human,human_225,0.45813545823097235,0.4203335994482041,4.541796875,0.020731538510906877,-0.2442941404905405,0.15430820334526005,5,-0.02308479954479119,1.0
human,human_226,0.4317242753505707,0.4361061835289002,4.4819531249999995,-0.809548454878097,-0.020978594197055566,0.013179191260991163,5,-0.2724492859380538,1.0
human,human_228,0.4743352234363556,0.46953874379396443,4.463515625,0.6487299230563972,0.2995015193795199,-0.13759188871325834,5,0.27021318457421956,0.96
human,human_229,0.4760546779632569,0.4011065196990967,4.918984375,0.6152708816848572,-0.8782726670753286,0.580126626444407,5,0.1057082803513119,0.96
human,human_231,0.4720520853996277,0.38190670125186443,6.772265625,0.5190724380345373,-1.8907606255794982,2.3284565476984214,5,0.31892278671782015,0.96
human,human_232,0.46811062693595884,0.33925212919712067,5.829296875,0.38379756632134043,-2.901930638478065,2.0069856319791204,5,-0.17038248005920145,0.92
human,human_233,0.45189844131469725,0.4282885718345642,5.26484375,-0.14671074357080466,-0.22650217010966456,0.8746843659604375,5,0.16715715075998946,0.96
human,human_234,0.4608150219917297,0.41561383724212647,4.75421875,0.174034203098624,-0.37038768826473223,0.2841858178472134,5,0.02927744422703506,1.0
human,human_235,0.46330336332321165,0.4043261909484864,5.939921875,0.24281112531606386,-0.6804710097184172,1.7962940773635097,5,0.4528780643203854,0.96
human,human_236,0.4663628792762756,0.37545730590820314,4.70484375,0.2822855267079684,-1.3165023314748152,0.42542104413373333,5,-0.2029319202110378,0.96
