model,analobench,arastories,arena_hard_creative,arn,brainteaser,c3_crosstalk,chinese_homophonic_puns,conceptual_design,cpers,creatset,crowd_vote,cue_word_story,data_narrative,eqbench_creative_writing_v3,fann_or_flop,fig_qa,future_ideas,futuregen,grapheval_ai_researcher,grapheval_iclr,grapheval_review_advisor,historical_analogy,humor_transfer,hypobench,hypogen,irfl,lcc_metaphor,liveideabench,meta4xnli,metaphor_generation,metaphoric_analogies,moh_x,mops,munch,newyorker_humor,nyt_connections,ocw,ocw_connections,outline_to_story,permpst,poetmt,pollux_creativity,pron_vs_prompt,proparalogy,pun_eval,puntuguese,riddlesense,rpgbench,scar,schnovel,science_analogies,scimon,sdat,showerthoughts,simile_generation,slang_generation,speak_to_structure,ss_gen,story_generation_rocstories,story_quality,thenextchapter,tinyfabulist,tinystories,ttcw,twistlist,unfun_corpus,writingbench
anthropic/claude-opus-4.6-fast,1.0553389811526357,1.2186456639071706,1.1081862764868438,0.406257426512578,0.9677954403845536,1.1010172097920037,0.605695397199898,0.6469649144528182,0.7677472530601158,-0.978868249782648,1.0776989986007204,0.8185667256439372,1.4512520572304235,1.4866346580879162,0.4597815589553012,1.9488730212713052,1.4398838433524457,-1.387648454487047,-0.232072583422695,0.7219255206331293,1.4771142414691345,-1.2474164797262146,0.7000668649439745,0.2773677836652526,-0.2599316663441997,,1.25996371769624,1.4638325410012996,0.8732051662328539,2.118419664336194,1.1502640016129988,0.6910660670803668,0.9229963434018134,0.7055954074280075,1.0078991154859258,0.3012401102240923,1.313452878623847,-1.4925023030314597,-0.5378898389273857,1.9444264765291035,1.4445147493947414,0.9749956050834316,1.1553934598001667,0.4459178636941342,-1.4893640132123327,0.2045412740347139,-0.0483970377581023,1.4720679731901885,0.8015147434247432,-0.4311237634236105,-1.0035715664382394,0.3668661027026237,0.6630759860968172,0.8254923377387458,0.8290782631922998,1.042953640813778,1.350678996421354,1.0964765754249997,-1.3969682852584866,0.1050139559539365,-0.0594830355642854,0.90129681379582,0.4803623008518549,2.192786218267273,3.085421793602659,-0.1739698690822909,1.5873611336565514
anthropic/claude-opus-4.7,0.9400943329353258,1.1489737920006038,1.3930909350223295,0.7072556711679135,1.445691754505471,2.022117948001449,1.3231266433618756,0.3154016026498661,0.9191280588768008,-1.0763150519864186,1.5206430939169902,0.8660822683856808,1.399699785791366,1.36706668859871,0.3947659509257394,2.501781546485764,0.7485886816630499,-1.3340474127874709,0.469811621782577,1.8977139189552612,1.769931486159944,1.8354758403322309,0.8840123117064044,-0.743537919114667,-0.4573663192563073,-0.5055591303587668,1.0998357015862623,1.496251214550652,0.8732051662328539,0.6659140155065862,3.9773829452159912,0.6910660670803668,1.003044112001968,0.9815993114140584,0.9544654009026382,0.4273850140807873,0.9838233048000145,0.8307360774810231,-1.5362729726407205,1.3366453461539425,1.5153670003663662,0.7698906208968109,0.9974322920420814,0.2782762526149015,1.3299522310655572,0.3942069078352612,0.7872778487725255,1.054819272000747,0.7849953995990075,0.6730634440270804,-0.9871143497183656,1.3672140361548035,0.5109170624404225,1.2714299365943242,0.1300575851854219,0.2377356361389582,1.466221185433086,0.931736942362298,-0.4862667463810087,0.3783385150745259,-0.0508478356823462,0.810893674994312,-0.5076817094002269,1.8305129709747456,1.4328788310432243,0.2134651603215814,1.1655212635464198
anthropic/claude-sonnet-4,0.7960385226636895,1.0479220901181356,-0.0644456322963164,1.0082539158232502,0.1791521806434891,0.7646524125876724,0.4727708356128237,0.4118984847457177,0.420666934831392,0.2904901655802966,0.8048770588557246,0.6930327233144329,1.098733097334962,0.52698193539333,0.2553420434037828,-0.569932482483443,1.0122799277632293,-0.0412117920196044,0.7225989113369095,0.7731432889025662,1.113119804612805,-0.3824247594758655,0.8582207999911282,0.2962369166488365,0.9733083786514258,,0.2171186863313577,0.6312829585431428,0.7804627740494504,0.8929682360245809,-0.6131010238186985,0.8182115003143274,-0.1971096636279178,-1.8705817045893545,0.8475979717360629,1.2626868749457332,1.7896910331733145,-0.2379175991220244,0.8827376778868731,-0.0836800361276934,0.8909980107416401,0.6996992048777128,0.7431563916082784,-1.974317158736148,0.3999974899110036,0.9352947220943122,-1.801789371950619,0.6697415645058606,0.8470319730687208,-1.567450000468161,0.1554370549397245,0.4217834483589746,0.607387844923929,0.6947784896254295,0.5031275256965184,1.1436457363373815,1.0458027534474834,0.7676342686428796,0.427935132422357,-0.9882842805284204,-0.1475043001760828,0.4410536379880416,-0.1201047768022103,0.653902885005524,0.5994724863172483,-0.0460556404496293,0.59202322843806
anthropic/claude-sonnet-4.5,0.8536608467723443,0.9950371499542636,0.7538500259951637,0.857754793495582,0.8855828312842952,1.392181197550024,0.1039077087157419,0.2858086113263836,0.7670704350145293,-0.4864848192116169,0.8978066272500712,0.914622668109096,1.0020239827506785,0.77698795896295,1.0156874984376494,-0.569932482483443,1.2064725034050707,-1.3609072489421057,0.615338117710901,0.8421540049879513,1.0790587914471528,-0.2828130492862253,0.8324292882758519,0.3123336618792489,1.4992870523045754,-1.9622900457029409,0.3442563365020737,1.1535983980094004,0.9611725339635836,1.1295432456821246,-0.6143849332764078,0.5003479172294258,0.1591314554087894,-0.9990819496994224,0.9544654009026382,1.0906462825665348,1.412051429667277,0.4357495895172464,0.0081774331247517,0.1821164642838574,1.1951605362472928,0.8958146407325178,0.9501715633332698,0.8571998817777232,0.4930830046501373,0.3942069078352612,0.1940457151212275,0.7224446528456763,0.6151905956653393,-1.567450000468161,-0.9490511220474848,0.2247055885797979,0.5637776789602439,0.8420858821213002,0.9314758410713132,1.5180625904055174,1.1304043479641088,0.3000539380542825,1.287561785697957,-0.8607328196054788,-0.6785045669872469,0.7324768767248404,-0.5151712824493865,1.6458302639435904,0.9041740654317774,-0.0894734820310614,1.0499567132533223
anthropic/claude-sonnet-4.6,0.9400943329353258,0.8656404871453969,0.9904236376978216,0.857754793495582,0.827496832779257,0.7338753994586753,0.2458480900198561,0.6923311769588119,0.4446856765391395,-1.1441281253267777,1.3434253255057758,0.8043887407281104,1.1560200368268845,1.3442429396257127,0.3314318537609153,1.9488730212713052,1.1480188065961503,-1.3670299453665256,0.0840059655463949,0.7071507745346427,1.0867401838287394,-0.183201339096585,-0.9822123968465736,0.2394463151082457,0.9964762215361508,0.5767861569756415,0.9280399212798548,0.9938474242750408,0.866320860665038,0.3371801077987589,-0.4899735534534749,0.8182115003143274,1.6804971065148688,0.9815993114140584,0.7140136852778441,1.146219565484032,1.1666069588099237,-1.04711927224462,-0.297406875325764,1.505895822317285,0.2626463719704151,0.7650874972457631,0.8445105091591311,0.8596334239733965,-0.164906551374406,0.3942069078352612,0.6189297526307271,1.2461222538911692,0.9315307113045878,-0.3406234251445331,-0.9503902097515936,0.0189527729620371,0.4756607833786118,0.2705633969499237,-0.0625329834688986,0.2307704474255611,0.0208519016552461,1.1967680346194909,-0.9770327549251768,0.3783385150745259,-0.8088766453732681,0.9553594450300656,-0.386034849554243,1.0560009477567711,0.0300450520001159,0.051997455226869,1.2619348435213558
arcee-ai/trinity-large-preview,-1.624099089899809,-0.2177812655849262,-1.1342568354737517,0.1052591818572416,-2.3382212632183497,-0.2637029595224772,-0.198275026369618,-0.1724521446889776,-0.0859626594492966,0.6368173637905663,-0.382567770274307,-0.7087033022002643,0.0866883904641336,-0.6166749305250852,2.2988741564009576,-0.4470639213246747,-0.702611377115344,1.1967696858534658,-0.9432656529145154,-0.4514495569251301,0.0030473867216669,0.5228949574429002,-1.062991796747898,0.3505305960212447,-1.0418565908739257,,-1.7947699141723843,-0.6067516214452089,-2.2273350905613047,0.2245862943714186,-0.1115273544846569,0.6274933504633865,0.4159857800831563,-1.8705817045893545,0.4468451123614058,1.2017928484015288,-1.3333612293306951,1.0814638986399443,0.1442641885321345,0.0506434986162809,-0.1255732114459557,-0.2443915243610494,-0.759687822539891,-1.6037990303005203,0.6721249263231175,-2.4669775303345403,-2.797010318183244,-0.1229631823487169,-0.2070241577108054,-0.287580353127257,1.9432625156677856,0.2337178222906536,-0.1386361371477295,-0.6725890641642588,0.1870599786921004,0.038686501923697,-0.3614669166640623,0.2344880943074624,0.8870185630058559,0.1050139559539365,-0.1517490709233943,-0.5737498481711976,-0.6769170148047684,-1.0136005338456309,0.2641274222529833,-0.3727680954367293,-0.1565888434224452
baidu/ernie-4.5-300b-a47b,0.623171550337725,0.2294613884825644,-0.4763683486909803,0.5567565488402455,0.3498482931054712,-0.2103133105848973,1.3751527343554957,0.430286422888435,-0.2601325512722477,-0.4817845229413088,0.2756438829656739,0.8910405811357046,0.4443357825205192,-0.5774969686584638,1.363583489249031,1.8874387406919213,-0.7709634800452754,0.8033853220957603,1.0162798345390789,0.0359356148877197,0.1555204633115316,1.052467179847514,0.5711093063675932,0.2929470119924169,-1.0083360282391904,,0.950880096175874,0.0098731705489961,0.3939305488366956,0.4044961424537044,0.289961284046738,0.7546387836973472,0.6068868078453311,0.9815993114140584,0.2598271113198994,-0.4445934504634985,1.0341216038163223,0.3600041164821214,0.5155020965350938,-0.6033236164998113,0.1234688358005266,-0.2760193718371881,-0.0790961440407474,0.6121862701696849,0.1944235315764836,0.3942069078352612,0.6850307803228466,-0.1802824980882181,0.2790401669665299,0.7510086538227193,0.6272644432345933,4.025827084583658,0.2340194544175615,0.140068453120752,1.6183683064759438,-0.430056156322958,0.4676168309383966,0.0734021334756685,-0.9699754748064708,0.3601168777998199,0.1669591926378543,0.7295557921006316,0.1565632980828886,-0.0645465167707003,0.8739292091141252,0.197330485366673,0.2281700544673085
baidu/ernie-4.5-vl-424b-a47b,0.7096050365007075,0.2842788750193321,-0.1480986706186174,-0.346238185125763,0.7021964939378782,-0.0108318692941019,-0.427970789130892,0.0497842299248226,0.0180443444817954,-0.0439608691433562,0.5603808358017215,0.9638353207341016,-0.2730561158901902,0.0014066087567902,0.9537658804856336,-0.569932482483443,-0.1661077525567494,0.4925236399154236,-0.2798528098340776,-0.2522733470194665,0.1859707071610896,0.9528554696578738,-1.1661578436090032,0.2187438808816077,-1.0568936524668633,1.208316662112078,0.939707685476285,-0.2502344921551216,0.5145738659336643,-1.011963660434024,-0.8743686162037803,0.7546387836973472,1.26372742726456,0.8231448105249802,0.179676539444968,-0.163211269349849,1.8298453274167856,-1.5184706825597292,0.527208352107131,0.0565724581053209,-0.5154213500905838,-1.2176898335649875,-0.1638734273787151,0.773295146687795,0.5854636361773368,0.3942069078352612,0.9530762042809136,-0.1784808240350563,-0.8191064431261975,1.054987205887134,0.4536242842774373,0.4047888236568408,-1.5278743594055402,0.736947285290471,-0.4616424710676592,0.1725444654329076,-0.274070932339694,0.7336237831892186,-0.3063251400513921,-0.0225375049690049,0.353637021298513,0.2819634067908708,1.3717989646418844,-0.7401225566837889,-0.376745750499135,0.6338501677684427,0.0089146879801135
deepcogito/cogito-v2.1-671b,-0.6733307421070056,0.6911857564364625,-0.2671092919969591,0.5567565488402455,-0.1272505398477252,0.0385700948212101,-0.2772948155925183,-0.9385056310222012,-1.8815698026561989,0.1553175726015842,0.2670102101291676,-0.2046899817546259,0.4981212366515567,0.3298321080051554,2.4807161347320923,-0.569932482483443,0.1167102804171315,-0.4850796079075254,,-1.4307648733692249,-0.6786109792140018,1.2289912539823855,-0.9744239381221792,0.1339838884358261,0.7088947119438952,,1.030390100394519,0.2649154464590726,0.4213786067711746,-0.3849478503878934,-0.560346115924706,-0.2625246821743373,0.0693979493836036,0.3477813078577447,0.0995259675700366,0.8154536343114468,0.8956549469446319,-1.447227418604894,0.6296174219075761,0.3145296428810855,0.8982600840154352,0.4865033573226044,-0.6645560223357704,0.4503656999872537,-0.4359174101984103,0.3942069078352612,0.7124568411651431,0.224372062810893,0.6651887592900417,-0.4513229018329356,0.9975137519408694,-0.5113454646825591,0.3502713970674532,0.0553262713537144,-0.2634954362592711,0.8900435735136846,0.3507251836807091,0.6404852302765356,0.3485978601931823,0.8338794469421746,0.2104261376934715,0.3611907026473613,1.0804870692744908,0.6539028850055244,0.1175247305833315,0.2599828720552414,-0.1726877255796175
deepseek/deepseek-chat,0.2774376056857966,0.5123634821192318,0.3890244668427493,-0.7977355521087671,-1.6988257976300531,-1.1455134183495557,0.4033517424828515,1.0306408511678165,0.7816538874947947,-1.0481975333800648,0.0738859627532798,-0.4118355443420461,0.3127934010646771,0.1818078739101733,0.9204905803982514,-0.0170239572689858,0.3419948902584576,-1.0755324372725283,0.6981111279694147,-0.8880970576578289,-0.6752565044543344,-1.179318440992987,-1.6372147839949682,0.2580871384320936,0.0181784377531572,,-1.1603992201801387,0.2086688661863913,-1.4758305281946056,-0.0042095744756151,-0.7055774842497325,0.5003479172294258,0.4772937573000915,-0.6029456974767262,0.5269956842363374,1.3281629208725738,1.1035668695979666,0.4157922815251568,0.1025685357678926,-0.1510836540304525,0.8260887178730383,0.7495941879639099,0.5936494583056746,-1.4223090490880566,1.2214180940020571,0.0406991994745901,-1.176630518034062,-0.2729062514186426,0.4403753632147138,-1.007936340506001,0.3820682307926457,-0.3338976104457231,-0.4475134903318123,0.5901148576302717,-0.1006499060746324,-0.4670765432554667,0.7182179422478755,-0.2828780636338061,1.314876092877745,-0.8789544568801846,0.2057295455802603,0.5399724922077677,0.3932033810047804,-1.17621546267147,-0.5270576461551245,0.3836053016189229,-0.040820461352032
