entity_type,entity_id,AUT,Design,Metaphor,SCTT,Story
human,human_024,0.0621061478352564,-0.2736741772430793,0.35453824134175754,0.6786086531933485,0.11655018707412078
human,human_025,0.5367131375491242,1.5942775721136295,0.0001302725911023576,0.47832385755996687,0.9204762440928905
human,human_026,,,1.2992958747476866,,-0.004178511128259251
human,human_027,-0.39590312738336536,0.3843731957286029,-0.5102684318049715,-0.32667214280051565,-0.13196203767961207
human,human_028,-0.5383947337979819,-0.01839134899257085,-0.8933773684273847,-0.5290793695537509,-0.5365215491852846
human,human_029,-0.336150546186784,0.2255756732655588,0.48538828146244156,0.765675988683565,-2.6307666708645634
human,human_030,,,-0.486917967579573,,0.21616604249499619
human,human_031,0.378281023839917,-0.2252338890258767,0.22560706283143442,-0.4808277403051027,-0.7783313090248534
human,human_032,0.24007659870733447,0.11470281685850058,0.041714305738479514,-0.4896687190731339,-0.4387146333277334
human,human_033,0.09166034782581707,0.08894395931731112,-0.18534587720928997,-0.023644708227546496,0.3517765490584483
human,human_034,,,0.1143322388505485,,0.3439201626378607
human,human_035,,,-0.38360864389876426,,0.8255263005732768
human,human_036,,,-1.3087058233822964,,0.11183635636923826
human,human_037,0.26608378792115595,0.9018327191720692,0.4885492729435577,0.0037139257618209465,0.2579900500790148
human,human_038,-0.17321346278976754,-0.2572791398263233,-0.48087408939624954,-0.15250033309022176,0.49386206531637616
human,human_039,-1.0828881410575713,-0.695236384557392,-0.12348212397381757,-0.4938088364439038,-0.4256162255468287
human,human_040,-0.6021928106068004,0.012352360478666688,0.11883014976214153,-0.29635589068480606,-0.2334994282870695
human,human_041,,,-0.562990085439749,,-0.38348220462015997
human,human_042,0.29683220266047505,0.155788782468456,0.023984064027658365,0.016154763689563256,0.20853390965897803
human,human_043,0.5665759998580893,-0.5339451332411346,-0.2885009412238324,0.8707447463746464,1.0349398613440084
human,human_044,,,-0.12033443218801619,,-0.26742147708388797
human,human_045,,,-0.8294086049667976,,-0.25120321644104043
human,human_046,0.02804836051200151,-0.6588908910643415,-0.45635875913741547,-0.44241117896901433,-0.2317061814777713
human,human_047,0.5767229667444111,-0.1738691358926322,0.28234596656000843,-0.011479975885845687,-0.4423658644619013
human,human_048,0.9933629380692043,0.9450058986008975,-0.47407163270933833,1.485133018890883,1.5050059462616776
human,human_049,-0.8967383492676513,0.8396838460892168,-0.24683133368169283,-0.36382987511248627,-0.5048866065668381
human,human_050,-0.09271261844427343,-0.12480691897743128,0.11755638171939503,-0.3929577345867987,0.12984589203577468
human,human_051,,,0.018118221544739965,,0.9819246816551862
human,human_052,-0.05049104981085816,-0.5238790284654796,-1.0667315913137996,0.25271724236257664,0.2915729956791114
human,human_053,0.22331566681853365,0.08812887006779661,0.17667050028804554,-0.6749540854416664,-0.378182982930364
human,human_054,,,-0.2838672368504276,,-0.6087925676892855
human,human_055,-0.5226911425930183,1.0110401227831314,0.3666758153229385,1.0158254242571239,0.06679036322510078
human,human_056,-0.23656981638339578,1.0567146641831622,0.011826104849796923,0.9638339328094383,1.0903954164278604
human,human_057,1.1045308365876962,0.37629227482904354,1.390050408542472,-0.8393810334474757,0.5513537620480574
human,human_058,0.3258387391459377,0.3283961314311164,-0.20983094286824344,0.9671534107650209,1.623431853375988
human,human_059,0.21845704705025015,0.2917262798902192,-0.3107815082770966,0.7846828786376389,0.1367500932144744
human,human_060,,,-0.18470893849600586,,-0.8986429409830695
human,human_061,-0.30354273006529225,-0.1398032673800015,-0.07763806829070931,0.1777694384247619,0.17561106915689054
human,human_062,-0.020042101047397193,0.1309895052782811,0.9713612524874394,-0.494521761043527,-0.32258426541415236
human,human_063,-0.38295892048178887,-0.13391330719408343,0.8222661372032731,-0.4417444202329783,-0.6458416279662795
human,human_064,0.7743025465457501,0.003939326440389153,,0.3605796659389007,0.6837002094622284
human,human_065,-0.6103389197214275,1.8039590501278668,-0.12792035783398958,0.7405118439637702,-0.5498717461247392
human,human_066,-0.42173682340058005,-0.1971660350184062,0.9093954118810023,-0.04546787531378479,-0.6270981076415703
human,human_067,-0.2577732478309447,-0.19523345331749095,0.21202056548697432,-0.899699279765558,-0.4678394330872005
human,human_068,-0.1424183778767564,-0.002284130180554141,0.08455042189863714,0.29401161816949783,-1.0089795534204107
human,human_069,-0.6742682917370303,0.2840887096069503,0.2589636619182741,0.0022009869210603363,-0.23816980522717948
human,human_070,-0.7676330374982786,0.5175187381651033,0.17101867188203182,0.09103779115828127,0.0831955513967719
human,human_071,-0.02692083023078684,-0.2222043090809864,-0.7259333117186131,-0.5400308315157362,-0.46324091323941663
human,human_072,0.3842843356805267,0.009832875213435677,0.04321283303913265,-0.49794082570398257,-0.18980392796208592
human,human_073,-0.20906341621822666,-0.6418622160901138,0.31794241324363104,-0.19454557472561773,0.403583417029373
human,human_074,-0.3642656725573688,0.24310072791265877,0.06411009492399848,0.1661070273292217,-0.11512083457631962
human,human_075,0.427413913709554,0.48060513542655564,-0.5760442969373261,1.1644845953848826,-0.432703575261268
human,human_076,0.540403190217135,0.5434610662673939,-0.16912152366213806,0.8477629983196336,0.6800524163969909
human,human_077,1.1548609847634674,1.7507595232964632,0.6626527344370164,0.41697892872154824,-0.272113408633844
human,human_078,-0.4429103018683769,-0.5735217240254512,-0.16377260358581378,0.20660103351071046,0.0030525195796686777
human,human_079,0.011101015214070578,0.42794318805437287,-0.046589055378024824,-0.47465214901412395,-0.09710351733144044
human,human_080,-0.7196147628816693,-0.7139319637589358,0.07979471825504579,-0.39046914327923404,-1.156968813646283
human,human_081,-1.120897229724467,-0.24872966646975656,0.334394678112328,0.10988338927729613,-0.5432610927861622
human,human_082,,,-1.1034015521425633,,1.2969772970446927
human,human_083,1.271932871024112,1.0296038449098244,1.327043662985513,-0.46138216888413114,0.2084650003229778
human,human_084,-0.18168386186731733,-0.8938212315775776,-0.07084741004699206,-0.703251452199828,-0.5711646143132748
human,human_085,-0.045285091007546775,0.17293383727293957,-0.4985651251761807,-0.43933898828090007,-0.04908133942507383
human,human_086,-0.6903647418887285,0.10637080326417607,-0.36256854816623535,-0.2392436197794587,-0.6908317273892162
human,human_087,-0.7320119535965585,0.08251558086854403,-1.3813365726134823,-0.13809184174966385,0.21647302069482513
human,human_088,-0.14360269516049531,-0.11596960824469203,-0.18358150680289984,-0.7124346317269099,0.22027073921772375
human,human_089,,,-0.3072134969854697,,-0.12309902084845054
human,human_090,0.11048842641006258,0.6998248547195782,-1.555432797684534,0.31322003240737906,1.3192024016518935
human,human_091,,,0.07925816415135811,,0.44337210284107376
human,human_092,-0.058455223581374706,0.375302920906075,-0.9598561582234675,-0.09473625039168636,1.0061953774290282
human,human_093,1.165193246887677,0.03705405896701305,-0.024964736169487207,-0.1730333441170756,0.6894656195126229
human,human_094,0.38119397057699755,-0.5507110806789504,-0.5991458398131786,-0.4072113466747693,1.5420307766918537
human,human_095,-0.3450764839736489,0.07968094381037945,-0.046386582602618374,-0.45174780446973073,0.2685424260343214
human,human_096,0.22601230011765863,0.12513731191855082,-0.3688517842421888,0.11534130177651485,0.06997065092845318
human,human_097,0.248674440303446,-0.8912703710185035,-0.1361475635989615,0.2952225664548523,-0.6764234235999534
human,human_098,0.3861593722918688,0.5104155504466281,0.3036003082216485,0.5087819583967571,-0.3562789288225982
human,human_099,0.2738228536946572,0.26304417150570075,0.16625132874032716,-1.11117340891476,-0.2835666593352775
human,human_100,-0.057055955499823174,0.09241159737710654,0.6807021693790084,0.16774449743050537,-1.5136800250252953
human,human_101,-0.026896681407700445,0.3631157110147594,-0.09542395155993612,0.218578182766762,-0.5341772218860775
human,human_102,,,-0.01779890445761952,,-0.40176556577468614
human,human_103,-0.7291228660447295,0.567602184793461,-0.4083010338981492,0.7352977754293869,0.4555854198307343
human,human_104,1.5255506414033393,0.3257310783534428,0.5655212876322637,0.7504544193244701,-0.4820814609172284
human,human_105,,,0.30883384253733176,,-0.2272208576667063
human,human_106,-0.5898645402015364,0.539590750548112,0.16318718760964993,0.08011363666971669,0.22219689134579235
human,human_107,-0.20650439547549068,0.604381437285357,-0.5346070244938412,-0.6154294690633749,0.4605318868855308
human,human_108,0.09055139042455791,-0.2659158381967582,0.13953177128148894,0.2631014402770884,0.7353690653685017
human,human_109,0.07808289224261607,0.21030875038820365,-0.32474043097187816,0.5096807003216531,0.6154800830812758
human,human_110,-0.17540887605715624,-0.07071357650613168,-0.7449777027276591,-0.09306891614937603,-0.1284805026768477
human,human_111,-0.07801807160440133,-0.33482093584567846,0.21804514101913366,1.5827499838358259,-0.20488008531844948
human,human_112,-0.26639569327650575,0.5433690822915881,-0.355527517699646,0.2232811378833862,-0.013935850771491455
human,human_113,0.05071756142279608,-0.03470087872907864,-0.18092970114382237,-0.14623637141075477,0.7057680536015051
human,human_114,-0.09036677430075267,-0.09251007890363937,-0.22025791521588567,-0.7978139019638603,-0.5927424309367418
human,human_115,0.8045066601000138,0.1648783967527414,-1.214612852155042,-0.13001996957473994,-0.5423109539348393
human,human_116,0.3309285322267175,-0.2743933795359734,-0.37190609253098833,-0.6322762285227153,0.8670783568147723
human,human_117,-0.8133449755086777,0.3924921083080075,0.3028035512793977,-0.3752989324966711,-0.24628792124154633
human,human_118,0.15895082690163406,0.8912204583844675,-0.6783626415920664,0.20348025459223873,-0.5955770074597356
human,human_119,-0.5737632549442995,0.040536606481528605,-0.11471220131795941,-0.4314538498397695,-0.5591272887509817
human,human_120,0.27944527946068404,1.0053578595865862,-0.33471180456873145,-0.0037280755439916824,0.6522903748623968
human,human_121,-0.15975250251459394,0.06312333197567004,-0.7268340076435403,-0.45489616073172545,-0.8957255464902238
human,human_122,0.20864872578581295,-0.1743299283922826,-0.2505090501125715,-0.3660632699930076,0.6587619616638372
human,human_123,0.30548862448253633,0.2683700164169099,-0.21569188621949778,-0.6801025749076824,-0.5899657461279986
human,human_124,,,0.023203865318467076,,1.0665823995993775
human,human_125,,,0.1989988847804852,,-0.08813126302567496
human,human_126,-0.9337817539241406,0.8273807576060138,0.5181650520118849,0.26765704594407086,0.01988729344944166
human,human_127,-0.5086434494658959,-0.2495852280829386,-0.02260813538263558,-0.3055243442252968,-0.8807884642082113
human,human_128,0.8925230436255939,-0.06489939647956505,1.3688650529036297,-0.11084155692485771,-0.08397797502563382
human,human_129,-0.400977215797881,0.1450738712321065,-0.47854431565430744,0.11242613883266935,-0.47359750887942154
human,human_130,0.1761263802640681,0.8100162876483381,-0.150106480762811,0.1071829356516052,-0.395979130055884
human,human_131,-0.02161401519967297,0.5610687139183385,0.3298316042697053,0.988300364305409,0.3270394653034372
human,human_132,,,-0.831749958637863,,0.10637046372774157
human,human_133,-0.21150567029146092,-0.18553254519026505,-0.4606053342758412,0.08932727145782075,0.8659073552469637
human,human_134,0.8159569897125362,-0.007750413760847508,-0.5643812030746489,0.265879391811738,1.3214899914348706
human,human_135,-0.9416832789963268,-0.0020894254740081073,0.12196716227038695,-0.6328935878438169,0.22356732897376685
human,human_136,-0.4544982971045968,0.10167486188404945,-0.9903592283056426,-0.10970406083782132,0.03655262876505716
human,human_137,0.35988448437990356,0.0033141297653668986,-0.8832982156535122,0.7456141751837927,0.3589314163070039
human,human_138,0.1116679429495067,0.7327186747186251,0.0169291692977321,0.0006221425202823603,-0.29951078339599996
human,human_139,0.4806624377692314,0.07402958069178973,-0.2835376491996684,-0.6336525492425163,0.4520764787978653
human,human_140,0.26451338423246185,0.6205877911529382,0.31730318190217455,-0.1876722079895133,-0.41770205584596803
human,human_141,-0.2069289314334163,0.3591564131138134,-0.4100180216841813,-1.7081402830602004,0.2090116418501955
human,human_142,0.8637662875453697,0.11847121978183144,0.3057106311564228,-0.010582207467966545,-0.39283414894257845
human,human_143,-0.2896597468203095,-0.4973826145087084,-0.5553183755228076,0.6033586395565983,0.2646691928930161
human,human_144,-1.225764856086464,-0.3860092333413125,-0.424252197857409,-0.7481963901847384,0.41666161596974227
human,human_145,,,-0.9710806711045231,,-0.8180211660425001
human,human_146,-0.532061227042038,0.08046205101874822,1.0791072591447881,0.02523615735637939,-0.06098953972305348
human,human_147,,,-0.8475620832605785,,0.6796093421898363
human,human_148,0.5356686489711772,0.9225602824458821,-0.6949847554531536,0.19317512841008977,-0.3635157796367737
human,human_149,,,0.23841119135736633,,-0.3691940484202492
human,human_150,,,-0.0673407305622743,,-0.42861891550285885
human,human_151,0.8146337874606372,0.19973712865582074,0.8798357299841602,1.6189223925852925,-0.3300132873452806
human,human_152,-0.4916528220765343,0.05911792988524652,0.7962365143065347,0.2166923068611489,-0.03049446514134274
human,human_153,-0.7005460131619895,0.6240873120747846,0.22160214298247907,-0.6932096772513269,1.1028166407302908
human,human_154,-0.19450491517076288,0.7109237146982902,-0.010063462670041693,-0.12902764047257534,0.8851842969001016
human,human_155,-0.20738198435985988,0.26374309913378213,0.19626220950979265,0.7396581537358905,-0.41546260011783476
human,human_156,-0.43049006116236094,-0.2233134513907403,-0.4001273590289601,0.9450621641357264,0.13956794435923975
human,human_157,0.587445353462375,0.8085787138533554,-0.18943320953169418,0.3983561685772352,0.35973757560406466
human,human_158,-0.2950348192601052,-0.23612252698748373,1.2301706756499133,-0.3940687736178901,-0.4869802991218097
human,human_159,-0.09055159960533961,0.050867689424951755,0.48497436874696676,0.37604339184445384,-0.6098471338591486
human,human_160,-1.0187053363153125,-0.3617349789565934,-0.7930143009354319,-0.8225023095298812,-0.04918038386045859
human,human_161,,,0.5854190123797867,,0.4837013193481852
human,human_162,0.8525640080393354,0.4237914945440715,-0.23820595017254168,0.8903818519239556,-0.5455049775602338
human,human_163,-0.14758824868519763,1.3446576199224642,-0.39355279075905064,0.15720830129948418,-0.8078604596596785
human,human_164,-0.16469980677253668,-0.8208545652979122,-0.6657527070138355,0.2789044677789266,-0.6851243419053992
human,human_165,0.3542086872278735,0.23878260941264018,0.4921341966070998,-0.31131275427958,1.8643871049262062
human,human_166,,,-0.31987086361984274,,-0.5712180149303369
human,human_167,-0.46237909362178087,-0.3444227686130719,-1.1195197252280227,-0.22643475067789312,-0.08043533596513781
human,human_168,-0.28775432685667796,-0.10654686170420513,-0.5247920692364427,-1.4652777936596177,0.04118847193888168
human,human_169,-0.8843257452430097,-0.7721737026363384,-0.6323996934449526,-0.3100771062257048,-0.2616045066763866
human,human_170,0.02351673616918563,-0.1329655590026385,-0.36527344613721785,-0.3614753713655507,-0.12428023671412936
human,human_171,0.5764472616042475,-0.24643417841602275,-0.8510745417514681,-0.3166717604824801,-0.810240900003986
human,human_172,0.23061845024595348,-0.27429376689317464,0.05347808255876504,2.1755041488365845,-0.2077392725258184
human,human_173,,,-0.6054561444571726,,-0.7617950967699376
human,human_174,,,-0.3146144143177482,,-0.7189559809741306
human,human_175,0.056155864624361486,-0.7472498369942876,-0.04311565657309446,0.6985927022587716,-1.2038548290706383
human,human_176,-0.5110081269769716,0.2025799424559833,-0.06033578945215053,0.18156115393503067,0.832443804936431
human,human_177,-0.088528032151952,0.24646550139507128,-0.4129742405890507,0.35741488732877374,1.060937633569672
human,human_178,-0.5860148251559508,0.2614313562297271,-0.5188838333306828,-0.7308983783632619,-0.2316705334118774
human,human_179,0.21553582608000987,0.4236046916238772,0.5006084078151555,-1.0280613177371385,-0.8181437608160791
human,human_180,0.0854698585796179,0.15403846487648576,0.17565555054771134,-0.28494242861198976,0.1701885493998172
human,human_181,1.054700479595008,0.3503644217789281,-0.07719897697271007,0.9663696444974329,-0.31695725971894867
human,human_182,0.5431941446984853,0.12421328671524821,0.057060978589395774,-1.1832991643769089,0.22587113274866014
human,human_183,,,0.06196667758420888,,1.0213464929450484
human,human_184,-0.03312912625862648,0.6679292086986331,-0.4476064671499246,-0.16790028810603871,0.4492514867656163
human,human_185,,,0.4728958914783301,,1.2542834464096135
human,human_186,-0.08100941620060882,-0.05001642626631745,0.5020177919917712,0.16409765951021757,-0.5531818822328282
human,human_187,-1.1522992039654392,-0.3327431942565327,0.24676708495214558,-0.707380296618196,0.656769078242911
human,human_188,-0.8456562498979082,0.05136348627564254,-0.5978325371070685,0.05604371667585486,0.08227510680422577
human,human_189,-0.3800266765474028,0.237870899630754,-0.7432330645433852,-0.06673128140601559,-0.3181866443289286
human,human_190,-0.06320355156052813,-0.38450731425134216,-0.611075142842673,-0.42103535833025046,-0.15465120399195886
human,human_191,-0.8510943055225418,0.09878830725202493,-0.7163675030515354,-0.6624190096428774,-0.05632260548664029
human,human_192,1.2108074031116938,-0.42629969037009124,0.25704203345985693,-0.36377087875185055,0.06774932626260238
human,human_193,-0.03684112897389302,0.35655717585120367,-0.5394342410815965,-0.8261793047374627,-0.11847788545789428
human,human_194,0.0064453351317401335,1.2379784765871058,-0.1375369706497213,0.3413870290539822,0.43228145325760003
human,human_195,-0.46049506523102307,0.6518327800233545,-1.0249652124313047,-0.5777034952348705,-0.1867561065968845
human,human_196,,,0.3361356829129349,,-0.2924965920655443
human,human_197,0.26892964006615966,0.9380334341511372,-1.8775347788312429,1.3062467189365652,0.19654001443248847
human,human_198,-0.5496280153949799,-0.45286657759910914,-0.44804178953287743,-0.7719081119789872,0.11497914443309819
human,human_199,,,-0.6347370204771533,,0.49677675266570454
human,human_200,1.8582704027297228,0.05573784922397764,-0.07547776287329573,0.1939503455541539,0.8083848785506106
human,human_201,,,0.6735633199471175,,0.5623007332870078
human,human_202,0.10605562735450953,0.1666183633044979,-0.2904122992429821,-0.2366324772389883,1.0863918832989092
human,human_203,0.3883602704875299,0.07716632488539765,-1.3149496524523558,0.044132892784475374,0.24475475912140912
human,human_204,,,0.11319018365481992,,-0.6616425643597165
human,human_205,-0.45402611222180456,0.20047369778491023,-0.483439126413251,0.2580606931733856,-0.26729752587458294
human,human_206,0.31330704122285025,0.6337193710188226,0.13547422183711355,0.7660384006789162,-0.4519345878397408
human,human_207,,,-0.24427558496347607,,-1.3672029289912755
human,human_208,,,0.12039468980051678,,-0.14182305811763843
human,human_209,,,0.061605487475052755,,-1.1623992958865348
human,human_210,0.1375939429161619,-0.3589798645829833,-0.3044776221354774,-0.1198530877943721,1.0154108537437871
human,human_211,-0.9937438338083334,-0.23396955154252455,0.9227211774519508,-0.12399184122897337,0.016429207233171095
human,human_212,,,2.2484610515403545,,0.7442197967999847
human,human_213,0.5673183131142271,0.3371592751825893,-0.23530947106628275,0.6137556799420559,1.4269305794971832
human,human_214,-0.28640957217045687,-0.3925463126295896,-0.6641456044080255,0.24091393339707554,-0.35140921574346545
human,human_215,,,-0.2627425749139078,,1.1228772366791426
human,human_216,-0.06783941913054799,0.5677003541383451,-0.2574523712944053,-0.25029180455286576,0.32311522065030823
human,human_217,,,-0.27663192896191147,,0.08112695804620208
human,human_218,0.2106142460004934,0.5496776922646119,0.25184721624722967,1.0483976651389806,0.5118918323010753
human,human_219,1.1175876690944129,0.007160566165501037,0.7040268477698485,-0.04679523443068884,-0.067560316399154
human,human_220,0.4594799180763823,0.39694576966579914,0.65762603090708,-0.6214371316191061,0.15704657732322333
human,human_221,0.11966919301044325,0.24404766634886846,0.750468308044583,0.9264983636736585,-0.2898914944499937
human,human_222,0.11258025371174764,-0.3982556146197185,-0.22489163653638125,-0.8016730245106795,-1.2478013089113436
human,human_223,-0.2453320940014575,0.270570879398911,-0.5947915553498319,-0.5864439326190194,-0.0923081769810649
human,human_224,0.40846344620341185,-0.1463189428875269,-0.23729893689485468,-0.4512740473295655,0.7833402846063507
human,human_225,-0.5026296349982047,-0.3103401356279233,-0.6779224404617318,-0.0653173326604346,0.3555484840038761
human,human_226,0.4742355535576251,-0.31885256816737323,0.20299153986646323,-0.16038819332305124,-0.1936426664141443
human,human_227,,,0.7529359791079288,,-0.2690062200395063
human,human_228,-1.0769206039089623,0.3713766816362269,0.7191779245483009,-0.42146164422845556,0.14110155273653857
human,human_229,-0.16632838941511266,0.8006996283723925,0.2940076718758739,-0.5832384224572805,0.4867556334381469
human,human_230,,,-0.22615471695059441,,-0.6698720240776095
human,human_231,-0.3021903236817643,1.5280401147467468,-0.37790978150430043,-0.13217630224449647,-0.43322864615180096
human,human_232,-0.6354768496588608,0.6545242329017694,0.558806209536206,1.233935804575523,-0.899413805497239
human,human_233,-0.15733893309667712,-0.3278419916098618,0.5947456939483163,0.5499367754475984,-0.06746139944552522
human,human_234,-0.1928676647482768,0.08182320684954023,0.029242521508606196,0.22160049968254159,0.306257521362072
human,human_235,0.3203473559097421,1.5746693500808362,1.6184331198889652,0.457643122269683,0.1231991662614169
human,human_236,-0.10310123122855468,0.5172015184718016,-0.29607677027155954,0.02138969182431157,0.5729141163360604
human,human_237,-0.4426000174831635,-0.025284041998424656,-0.344948440402955,-0.764355298455864,-0.24603754735166672
human,human_238,,,1.6536115816273398,,-0.6374367210723232
human,human_239,0.9588323140474063,0.1597889395668295,0.15710943507676292,1.3907436980157335,-0.6014964261066156
human,human_240,0.7263558526068051,-0.0243657844930739,0.11860609363321073,-1.1079445063130848,0.3008902714864682
human,human_241,0.2575492615663196,0.2429859226303546,-0.5540053253364788,0.5865789013881306,-0.4728605119788831
human,human_242,-0.2755174243002059,1.2276789928587923,0.7325927899736756,0.7094920050082266,0.5219897661746513
human,human_243,,,0.09924569609987366,,-0.5377987948541951
human,human_244,,,-0.28710834094339027,,0.7675135699769552
human,human_245,-0.32499695111816757,-0.31455019736737877,-0.5066793307418342,0.24957134094417444,0.7133539146958623
human,human_246,0.6615016584368626,0.01034209175410846,-0.4197710600030347,1.012395579538825,0.8017173010500501
human,human_247,,,-0.886355626536536,,0.9461266714675715
human,human_248,,,-0.15872448853853605,,0.37972927041771226
human,human_249,-0.010576059502801898,0.4496606813469479,0.4231450077434487,0.3218625281894478,-0.06663805721530446
human,human_250,,,0.5141258435363177,,0.34759342378768804
human,human_251,0.3536216351484665,1.2454405134862625,-1.1470353853398405,0.47219749369500613,-0.38057023839399434
human,human_252,,,-0.042127720275505896,-0.3675581645143187,-0.8489938968577659
human,human_253,,,-1.7014534584987278,,0.0001107466970449907
human,human_254,-0.4056477872116709,-0.40928660554613155,-0.18625494702731435,-0.7179935386935038,-0.6739388970059487
human,human_255,-0.032128520913793736,0.14428072477857493,-0.759053196111595,-0.5413333042880837,-0.9460298110031924
human,human_256,,,0.047278439529400806,,0.7213775227588634
human,human_257,0.6262104922740583,0.0697178055909206,-0.6683509507511739,0.09850334963056584,-0.42900040599235223
human,human_258,0.6366109285680955,-0.05224697901070471,0.18795170186240204,0.48610345195573107,0.16256350681139917
human,human_259,0.14232078875771928,-0.2139735849705844,-0.020533601977484536,-0.49734419498266247,-0.0316201807850664
human,human_260,,,0.19630899754957865,,-0.37987791662895815
human,human_261,-0.9484658752492748,-0.31060045310615186,-0.725938492870709,-0.016737972150026703,-0.7577112023429092
human,human_262,-1.064694339605038,0.5273840269099777,-0.27226474350594404,-0.5108751355945574,-0.6805254565959572
human,human_263,-0.2831830355454755,0.018511366825467463,0.11115786113116614,-0.2136310221217462,-0.11563007666459224
human,human_264,0.24908119913165538,1.509116721616168,-0.3290227604296882,1.6071870558243873,-0.42601498125037457
human,human_265,0.42345469618241677,-0.13058417383402018,0.3625855949397388,0.09929792239188313,-0.9715739955948376
human,human_266,0.08221217705244636,-0.010060347212836588,0.44900065182593546,-0.08764283618296165,0.10121400668314967
human,human_267,0.5390522408380871,-0.3454663764992793,1.6608883766841738,-0.07637628540391928,-0.7728040239009792
human,human_268,,,-0.1351586734860159,,-0.46590370534826236
human,human_269,0.08588282431442,0.268939251004084,-0.23927998861256972,-0.2050917268764928,0.452252816700152
human,human_270,-0.34217651122272236,-0.10777195522905662,0.12925361120213671,0.9212992016689033,1.3088285440116694
human,human_271,0.4302342131582144,0.5139536390603618,-0.2018529600093545,1.202417586942851,0.7341400739223128
human,human_272,-0.02071592641510467,0.4407179877163929,0.4274900410659331,0.9240673944059433,-0.11762058865278602
human,human_273,-1.6648845521370825,-0.34008382053730496,-0.5701847277069589,-0.2480800175907516,-0.8681962145424621
human,human_274,1.1030159819795393,0.8653637666496561,-0.6194092804221898,0.5105920145136832,0.6172592004874861
human,human_275,,,0.21877878159892708,,-0.12909320518258385
human,human_276,0.4991086442113877,-0.131387499946826,-0.6370757527804888,-0.836145312157782,-0.5869658341693897
human,human_277,,,-0.8245734517103013,,0.2729818401168371
human,human_278,-0.2787446210532621,0.8715096816542247,-0.12960823640925886,0.4735903106718499,0.3811386964996501
human,human_279,0.22605952292289067,-0.04761532801651617,0.33017503543912524,-0.5227468397127805,0.21515559427714426
human,human_280,-0.10869399412130869,-0.5132643997085359,-0.13212102593134667,-0.15440013685859622,-0.9134216009630247
human,human_281,-0.09640543820365886,0.5785806924393767,-0.625342445013548,-0.015221350812532916,0.8570883528856023
human,human_282,0.6397587244198741,0.6425233775535268,-0.27132387858003276,0.06537018894899105,-0.10832374196961643
human,human_283,,-0.03804001633428733,-0.09338451057856799,-0.6466671166154266,-0.06714776884142919
human,human_284,0.923959480629564,0.3078808891138203,-1.9676684333727532,1.398790361059806,-0.24693704419561233
human,human_285,-0.09022908843068989,-0.38319157830545864,1.8864354766798124,0.10284770244073788,-0.23946928206919837
human,human_286,0.5317807925844629,0.048008578178787564,-0.3761678952991771,0.23079143350818057,-0.47871710677001933
human,human_287,,,-1.352781186789177,,0.10290323415529905
human,human_288,0.4757040459571218,1.3191620323875766,0.00012754313918827975,0.07322872446727716,-0.9369258736714595
human,human_289,,,0.062491800288258285,,0.12242630790714197
human,human_290,,,-0.22140914459484773,,0.19942066065424088
human,human_291,,,-0.12339940399519145,,-0.2793015727303397
human,human_292,,,-0.4811497201192412,,0.5267655780292615
human,human_293,,,-0.1121494607145694,,0.2817783156702902
