entity_type,entity_id,novelty,diversity,z_novelty,z_diversity,composite,n_tasks,valid_rate,is_release_entity
human,human_050,0.7788202575765285,0.4321477351450233,-0.06649989723017104,0.24630402000205823,0.08990206138594362,5,1.0,True
human,human_052,0.7783581317162012,0.4353391915242438,0.0570003207210739,0.19905195288429883,0.12802613680268635,5,1.0,True
human,human_055,0.7796192166535112,0.4549405885051305,0.12295733066837852,0.3248357073931701,0.19191064454977536,5,0.96,True
human,human_056,0.7920306610930075,0.44439267680330713,0.4983135405021235,0.31414156203752963,0.40622755126982657,5,1.0,True
human,human_057,0.7876766255202038,0.42234496930890014,0.33125539298614204,0.2287371746107028,0.27999628379842245,5,1.0,True
human,human_059,0.7846752738248888,0.4591228742098967,0.2301272841753625,0.41811479432502796,0.2765455848891514,5,0.96,True
human,human_061,0.7714221034710502,0.4333633480597476,-0.07310822925526331,0.2512971767744018,0.08909447375956923,5,0.96,True
human,human_062,0.7930369041785361,0.42151257088137734,0.4564001773516357,0.15702164174971872,0.28664387111280026,5,1.0,True
human,human_063,0.769002869824198,0.37333958653213006,-0.36144276235092204,-0.2878276715195188,-0.32463521693522046,5,1.0,True
human,human_066,0.7594947769804483,0.43012924810708947,-0.8982026313140594,0.23700838280978193,-0.3305971242521387,5,0.96,True
human,human_067,0.7794857690531322,0.4134959072357495,-0.04331785385191237,0.04133103395185258,0.014730045423241207,5,0.96,True
human,human_068,0.7781171029824911,0.4278878921970944,-0.012366116066778437,0.14399903030277844,0.041676411789295,5,1.0,True
human,human_069,0.7793717667724316,0.4004662344362348,0.1744561028015963,-0.055637392962218014,0.05940935491968914,5,1.0,True
human,human_070,0.7770818705386161,0.42787008464990967,-0.06823462721653402,0.16753670910855,0.09791362801868515,5,0.96,True
human,human_071,0.7775709247362245,0.3966314345647728,-0.13989574151906795,-0.04628612508859883,-0.0930909333038334,5,1.0,True
human,human_072,0.7899573515199514,0.43775460199566796,0.3352278784767543,0.3361042755093385,0.33566607699304646,5,1.0,True
human,human_073,0.7841574406777576,0.37501662903127414,0.23769189893191248,-0.16586598042461081,0.03591295925365084,5,1.0,True
human,human_074,0.7870310664348935,0.38433241984128513,0.268256972999812,-0.16722963546106304,0.050513668769374465,5,0.96,True
human,human_075,0.7736858508930325,0.4717217657068587,-0.22777370475024794,0.48113812004366246,0.0774446126004968,5,1.0,True
human,human_076,0.7751587405390057,0.4019640269722317,-0.0501822829379881,-0.10938848493412219,-0.0797853839360552,5,1.0,True
human,human_077,0.7694049553116974,0.43893401228461276,-0.37917214685206513,0.27184941763154,-0.05366136461026259,5,1.0,True
human,human_078,0.7704504937937205,0.4056594318661886,-0.3611681121920458,0.016302737797444178,-0.2643489223893526,5,1.0,True
human,human_079,0.7804291080824284,0.41607116415536777,0.1219824873340308,0.06603641204518124,0.09400944968960602,5,1.0,True
human,human_080,0.7680416941219226,0.35049300866570876,-0.3607438152984703,-0.4786229299992139,-0.42820318770998045,5,1.0,True
human,human_081,0.7769540092086701,0.4254405484098472,-0.019102736728510837,-0.07086646507866838,-0.1207069808947701,5,1.0,True
human,human_083,0.7564208313264814,0.4187380378730747,-0.6856556676359741,-0.001999699334247962,-0.5289214159288512,5,0.9583333333333334,True
human,human_084,0.7706437492780644,0.3835456663078338,-0.3053554467073764,-0.19734104816039155,-0.251348247433884,5,1.0,True
human,human_085,0.7780510989851496,0.3924203891381027,-0.02149901353762449,-0.0478462388628693,-0.026694553049258486,5,1.0,True
human,human_086,0.7978865998393089,0.42138839831990293,0.5743046444533327,0.2003925488004576,0.38734859662689514,5,1.0,True
human,human_088,0.7566118474853268,0.0675374465603554,-0.8184450731868971,-1.590412876035085,-0.700007349730843,5,0.96,True
human,human_090,0.7690644373163023,0.4223253833208828,-0.2493072414771024,0.15339215226871167,-0.08112076583926445,5,1.0,True
human,human_092,0.7797028019938479,0.4260649027138643,0.10294232183652159,0.1415148052124851,0.12222856352450333,5,1.0,True
human,human_093,0.7492733836760126,0.43357873052553425,-0.9529719245997447,0.22950944475494844,-0.3617312399223981,5,0.9583333333333334,True
human,human_094,0.7736100241983517,,-0.1863460287521347,0.0,-0.14518931770847365,5,1.0,True
human,human_096,0.7730138777666682,0.3853078970691275,-0.17495128256265108,-0.16021158800273372,-0.16758143528269237,5,1.0,True
human,human_097,0.756702944443541,0.357903759729484,-0.5623879197289708,-0.4402729105927697,-0.5013304151608702,5,0.96,True
human,human_099,0.7595436547686868,0.38858154442229736,-0.8100971752829433,-0.13448108410340157,-0.4722891296931725,5,0.96,True
human,human_100,0.79604830249057,0.41485135463363615,0.5352177744726496,0.09485983297934364,0.31503880372599663,5,0.96,True
human,human_101,0.7935180559074287,0.454002414256222,0.41766017732861016,0.41657151810771625,0.41711584771816324,5,1.0,True
human,human_103,0.7664034376870481,0.11822388557298114,-0.39701594727641665,-1.8646642455650466,-0.6276554481360359,5,0.96,True
human,human_104,0.7853981054756706,0.4346459556465453,0.19728025902243695,0.27491263685553635,0.32196385271167494,5,0.96,True
human,human_106,0.7870012000398954,0.45789575858002746,0.2806983332545319,0.42629874525455164,0.35349853925454183,5,1.0,True
human,human_108,0.7686722736863314,0.3971299950724529,-0.20520811548854434,-0.06586253019048142,-0.21455140326185357,5,1.0,True
human,human_109,0.7730467850569306,0.44768345329245457,-0.275707591154016,0.3914986259560159,0.039064834518528414,5,1.0,True
human,human_110,0.7875839992072673,0.4528746912757851,0.23554657240391236,0.4229442655939085,0.32924541899891047,5,1.0,True
human,human_111,0.7630528098564743,0.40977266516771227,-0.29713107288772345,-0.005766433995557252,-0.15144875344164035,5,1.0,True
human,human_112,0.7783084366237741,0.4267469462135755,0.06979652625212977,0.09330737612797899,0.08155195119005439,5,1.0,True
human,human_113,0.7641747439811188,0.38301695136945196,-0.32441820336674965,-0.20780577037065928,-0.35362912889599396,5,1.0,True
human,human_114,0.776908605986135,0.38828676042797444,-0.11966737413204476,-0.0857629089079988,-0.10271514152002179,5,1.0,True
human,human_115,0.77192341106003,,-0.19580310710121684,0.0,-0.14633313744239357,5,0.9583333333333334,True
human,human_116,0.7784441335320746,0.4301085552519635,-0.03447945046426618,0.2645031072056612,0.055665990612124,5,0.96,True
human,human_117,0.7738713004763799,0.4331284602671028,-0.14795419899124632,0.2300965828536765,0.04107119193121509,5,0.96,True
human,human_118,0.7580871532388451,0.364067001955757,-0.6581055259987245,-0.3279128991386019,-0.4930092125686632,5,1.0,True
human,human_119,0.7792308870715315,0.4053268109440591,-0.06961553288675776,-0.06915555323933405,-0.07671678750198611,5,0.96,True
human,human_120,0.7840585247701275,0.4972287275934184,0.024545188261562843,0.828197459521651,0.42637132389160703,5,1.0,True
human,human_121,0.7769420918792266,0.4031052772149755,-0.08334868306789871,-0.025349047083411284,-0.05434886507565502,5,1.0,True
human,human_122,0.7424082826379842,0.4297457754768342,-2.173200988077289,0.20245876143888925,-0.9853711133191997,5,1.0,True
human,human_123,0.7926666059223175,0.41411824261786867,0.43502320984641835,0.12233602129180739,0.27867961556911286,5,1.0,True
human,human_126,0.7662788782296668,0.3841608353455218,-0.40378065894548953,-0.19670247008496577,-0.3740993643473732,5,0.96,True
human,human_127,0.7731009494898902,0.42144229808789063,-0.2900373461093482,0.12244959792527425,-0.14719524107281035,5,1.0,True
human,human_128,0.7692729859714457,,-0.3684442620592975,0.0,-0.23793385351543805,5,1.0,True
human,human_129,0.7853009506098924,0.4274361793929071,0.1957774860024522,0.18185480681825328,0.18881614641035274,5,0.96,True
human,human_130,0.7567261560491145,0.49101541748817373,-0.6223319315393077,0.6509406046147987,-0.25265895940709765,5,1.0,True
human,human_131,0.7839103026566496,0.412413407304881,0.18437228962361432,0.028194623660265494,0.1062834566419399,5,1.0,True
human,human_133,0.7692382035467725,0.36986571230621806,-0.3426903593261346,-0.27013692012780244,-0.3064136397269685,5,1.0,True
human,human_134,0.7915704691930471,0.37289499432124396,0.3954988179857734,-0.21758044698839338,0.3277852190807458,5,0.96,True
human,human_135,0.7702105963307484,0.3771935784321467,-0.24611144134865826,-0.19678662499347946,-0.23852655616038793,5,1.0,True
human,human_136,0.7891207607775994,0.41801239238823557,0.3418205284346248,0.1459291919300802,0.24387486018235247,5,1.0,True
human,human_137,0.7527191977909834,0.4214591338631024,-0.8859882266641751,0.09749663719627186,-0.6262259712456497,5,0.96,True
human,human_138,0.7870112105303886,0.4256803165497583,0.24492743946073628,0.156767026215325,0.20084723283803063,5,1.0,True
human,human_140,0.7760731663316582,0.4103682624994263,-0.09981606812398884,-0.0011210072133543858,-0.05046853766867162,5,1.0,True
human,human_141,0.775989227884348,0.3730219263271164,-0.10917668985534343,-0.20424028344781262,-0.15670848665157808,5,1.0,True
human,human_142,0.7849223237905496,0.4666627008663127,0.02402213837118321,0.5431798060931377,0.23149402778821077,5,0.96,True
human,human_143,0.7866985262490436,0.45502968119079545,0.16755321927882091,0.4064109663239762,0.2869820928013985,5,1.0,True
human,human_144,0.7784073902688097,0.3847853743019538,-0.03253084796269571,-0.13834625710659298,-0.08543855253464432,5,1.0,True
human,human_146,0.7941497858633528,0.4497650894006424,0.45084943814834605,0.3782427047688048,0.4145460714585754,5,1.0,True
human,human_148,0.7649320590662161,0.42355118415696325,-0.32919784562536647,0.1475821467706021,-0.09080784942738218,5,1.0,True
human,human_151,0.7850520713796802,0.406223143242366,0.28312119313406764,0.021111115502694823,0.15211615431838124,5,1.0,True
human,human_152,0.7792475006950844,0.4134159217016898,-0.011178142545852601,0.004601846988108005,-0.005033677858117832,5,1.0,True
human,human_153,0.7838784731103863,0.4411988962439037,0.03336763866420138,0.2974544479739186,0.16541104331905998,5,1.0,True
human,human_154,0.7884711820989023,0.4132253302649005,0.2668937296779209,0.11144198237521052,0.1891678560265657,5,1.0,True
human,human_155,0.7951018847469762,0.4647323829992773,0.513399870151708,0.5118393783387368,0.5126196242452223,5,1.0,True
human,human_156,0.7945840270308362,0.4547152168678032,0.4586335824102722,0.34665418997516634,0.4196786254530217,5,1.0,True
human,human_157,0.7924297897010508,0.4620503242292832,0.3380340158768205,0.5028041339276893,0.42041907490225494,5,1.0,True
human,human_158,0.774118661999682,0.3909174871799126,-0.16967928100533441,-0.18731738852458574,-0.16489137623292505,5,1.0,True
human,human_159,0.7834513377397518,0.41926096869689,0.04740337672372745,0.17333300653815983,0.11036819163094365,5,1.0,True
human,human_160,0.777825234412166,0.3289035320590307,-0.14330736270822286,-0.6003293748349341,-0.3718183687715785,5,1.0,True
human,human_162,0.7581587479210417,0.39636527770731406,-0.7257950710889965,-0.04199582009545266,-0.5214626586198523,5,1.0,True
human,human_163,0.7612642568232089,0.4487475941845816,-0.6219289051730881,0.36908027499202933,-0.20072560030066522,5,1.0,True
human,human_164,0.7761501585289425,0.39018311109866916,-0.12456816518819988,-0.1335718082667503,-0.12906998672747508,5,1.0,True
human,human_165,0.7643471014163012,0.35985192369501295,-0.38595987305615415,-0.2098284285007203,-0.34525328777668923,5,0.9583333333333334,True
human,human_167,0.7723862485668646,0.4132442112353165,-0.20241857523656787,0.04537591037621538,-0.07852133243017625,5,1.0,True
human,human_168,0.7763515798130036,0.3797145929581205,-0.35911104307127506,-0.11399309237902297,-0.236552067725149,5,0.96,True
human,human_169,0.7739094072161785,0.3882104704728195,-0.17720692226668044,-0.13498620824437602,-0.15609656525552823,5,1.0,True
human,human_170,0.7872185791753598,0.4109248603558459,0.2331066427963679,0.10620827580156215,0.16754084333860622,5,0.96,True
human,human_171,0.751768805177216,0.3882231409150534,-1.0347833557330621,-0.023911464948207173,-0.7109015981952581,5,1.0,True
human,human_175,0.7826499066387146,0.3940314239446126,0.055724982537686076,-0.13531712366523144,-0.052346466270183,5,1.0,True
human,human_176,0.781734357222214,0.39340239504718727,0.20353293215045123,-0.12165798147578573,0.04093747533733274,5,0.96,True
human,human_177,0.7727835938598091,0.39003682872492934,-0.06284713125918562,-0.19585455990384687,-0.15967498354500578,5,1.0,True
human,human_178,0.7809874960673596,0.39178012347716235,0.07135059225549394,-0.0994309309375725,-0.014040169341039266,5,1.0,True
human,human_179,0.7647338118747437,0.3613384972195866,-0.3942859530474003,-0.3524269566019581,-0.373359314382563,5,1.0,True
human,human_180,0.75951829787969,0.3806998278957663,-0.5043448068741481,-0.22942648808468263,-0.4244758446203113,5,0.96,True
human,human_181,0.7816191686301963,0.46851329381402745,0.14728611958805315,0.5464298266545944,0.3468579731213237,5,0.96,True
human,human_182,0.7630821455404742,0.3685763392124912,-0.46072524634825074,-0.2525858196307448,-0.3566555329894978,5,1.0,True
human,human_184,0.7667419917205429,0.4609233808572332,-0.41979716474493395,0.5026203977713458,-0.15755609222397157,5,0.96,True
human,human_186,0.775448135087783,0.3874690790826449,0.015623905804208171,-0.17930372341668105,-0.08399830043347856,5,1.0,True
human,human_187,0.7840069201835578,0.37858182003415286,0.1537540674404752,-0.16304765255798956,-0.0046467925587571875,5,1.0,True
human,human_188,0.7783818929075926,0.4026954150248358,-0.04036870166266825,-0.04213890477663888,-0.041253803219653565,5,1.0,True
human,human_189,0.7732176071665193,0.43025088006751977,-0.21164936703959736,0.22837221094531332,0.008361421952858014,5,1.0,True
human,human_190,0.7776792674784876,0.38315405385714324,-0.08066422638653986,-0.11120287788679883,-0.12262335203081276,5,1.0,True
human,human_191,0.783833401092512,0.42873405975385825,0.0735713023952155,0.2657711236458849,0.16967121302055022,5,0.96,True
human,human_192,0.7554686122361423,0.396783885246245,-0.6341611916218927,-0.05392058315136241,-0.5084904790400501,5,1.0,True
human,human_193,0.7816902356037834,0.41002462002059253,0.1646729427058606,0.0369355769695493,0.10080425983770494,5,1.0,True
human,human_194,0.76458880712933,0.4031548677697532,-0.36094689078935216,0.003114910869591564,-0.1789159899598803,5,1.0,True
human,human_195,0.7707033822923043,0.3785232190084289,-0.2506705197211313,-0.19297060673813662,-0.23544481364870515,5,1.0,True
human,human_197,0.7544543061546063,0.37949225091157385,-0.6624819185176498,-0.17225739849348454,-0.47622309002355745,5,0.9565217391304348,True
human,human_198,0.778383120978962,0.3668886112736281,-0.06337934253560401,-0.29974376601917535,-0.18156155427738968,5,1.0,True
human,human_202,0.7902261273430355,0.48211075001853426,0.36728748546080936,0.7104213043450279,0.5388543949029186,5,0.96,True
human,human_203,0.7887038797554226,0.454436093985001,0.2595265869113117,0.43650428824683074,0.3480154375790712,5,1.0,True
human,human_205,0.7781800042946825,0.37917184678769783,0.030568645867563093,-0.3059768960390148,-0.12076687695590187,5,1.0,True
human,human_206,0.7641069047807351,0.4231688627283778,-0.5073527493364212,0.14511580693953285,-0.18111847119844415,5,0.96,True
human,human_211,0.7553938416736766,0.3482145181302207,-0.6397696926910316,-0.4870055293844876,-0.5633876110377596,5,0.96,True
human,human_213,0.7463285728977097,0.44571133029641913,-1.020000462384396,0.23979534659119164,-0.5651572973082938,5,0.96,True
human,human_214,0.7571956273557705,0.4011779085393889,-0.8456261611396758,-0.0042612483263590436,-0.4349827929940487,5,1.0,True
human,human_216,0.7788114377472556,0.41671971855685014,-0.10643251105680843,0.06531276004354511,-0.02055987550663166,5,0.96,True
human,human_218,0.8043828993775722,0.4301725523098625,0.848798898593081,0.20172532273610183,0.5252621106645914,5,0.9583333333333334,True
human,human_219,0.7639525317901008,0.3839421303642672,-0.498957756391174,-0.1303053817050635,-0.31463156904811884,5,1.0,True
human,human_220,0.7763372159345652,0.41339601078882815,-0.06281813574561747,0.1168182255846365,0.027000044919509532,5,1.0,True
human,human_221,0.7860304627231324,0.46622058336906474,0.18093247987960534,0.4879727682900775,0.3344526240848414,5,1.0,True
human,human_222,0.7806586846153507,0.37538981252514264,-0.1442431756009494,-0.1770681110870346,-0.16065564334399202,5,0.96,True
human,human_223,0.7813870119608566,0.4382994076600588,0.03883723390827722,0.31295239313486506,0.17589481352157116,5,1.0,True
human,human_224,0.7603231124588901,0.3894760856664449,-0.3007886208038076,-0.1443183795564036,-0.19397054217004236,5,0.96,True
human,human_225,0.7744698139834856,0.38155070628821924,-0.0818741973769839,-0.13942524652784322,-0.11064972195241354,5,1.0,True
human,human_226,0.7831072733011208,0.3630823884721374,0.17138209467764615,-0.3109648980478778,-0.06979140168511588,5,1.0,True
human,human_228,0.7715680248594852,0.44070486036689277,-0.31816355050947037,0.2949081007977759,-0.011627724855847205,5,0.96,True
human,human_229,0.7601543982538133,0.41841220008314345,-0.5546053936017492,0.09272425232256963,-0.26113459538504963,5,0.96,True
human,human_231,0.6772348921149869,0.35073764325824847,-2.9991435461656013,-0.4876038960969928,-2.040954514453073,5,0.96,True
human,human_233,0.7772985988782027,0.38912369761923254,0.0703600843245485,-0.15403541806577942,-0.04183766687061548,5,0.96,True
human,human_234,0.7839481964536683,0.4412885883072077,0.12444953309786091,0.22366407432374524,0.15842851826432988,5,1.0,True
human,human_235,0.7444377772151431,0.4244930735856775,-0.9355036834079739,0.14376908049703133,-0.4573084826757884,5,0.96,True
human,human_236,0.7612482523851373,0.3898501160705879,-0.4921053990137798,-0.15730328123819864,-0.32470434012598925,5,0.96,True
human,human_237,0.7809546300814321,0.39080177443167324,-0.018244157733594935,-0.0744640988374646,-0.046354128285529754,5,1.0,True
human,human_239,0.7799903045434886,0.4247947061857216,-0.06311065479372115,0.16745192364272293,0.05217063442450089,5,1.0,True
human,human_240,0.7649302322966148,0.38757934332521105,-0.5568324815463269,-0.09548346585901564,-0.3261579737026713,5,1.0,True
human,human_241,0.7893103185090935,0.439776179060617,0.3291391292678588,0.297784589786533,0.3134618595271959,5,0.96,True
human,human_245,0.7625040564781447,0.3722497771690361,-0.5086658072328105,-0.2599187831604368,-0.3842922951966236,5,0.96,True
human,human_249,0.7438108836078146,0.3941180803455046,-0.9980507291085454,-0.11094955218297904,-0.5545001406457623,5,1.0,True
human,human_251,0.7235389598292585,0.389221041685472,-1.8628432275623452,-0.19994581450729929,-1.0773113101860416,5,1.0,True
human,human_255,0.7677392146784134,0.4382829171410721,-0.26825217494982684,0.29906528032866997,-0.147385126784,5,1.0,True
human,human_257,0.7713161338038418,0.40657783825770455,-0.4656337902163627,0.007921057468542658,-0.22885636637391,5,0.9565217391304348,True
human,human_259,0.7822408091517816,0.39175343710311356,0.16066207788188594,-0.06734790121283674,0.046657088334524616,5,0.96,True
human,human_261,0.7822544821994895,0.41610973027658765,0.028510865437631882,0.10231635816854187,0.06541361180308689,5,1.0,True
human,human_262,0.7741117269044467,0.3703415877182041,-0.2524822106876032,-0.3414500159801379,-0.2969661133338706,5,0.96,True
human,human_263,0.7897432754254889,0.39055455898487274,0.42877117173625,-0.09153631233134363,0.1686174297024532,5,1.0,True
human,human_264,0.7700722160405189,0.4827681842903316,-0.3573683904006449,0.5931181145397328,0.11787486206954396,5,0.9583333333333334,True
human,human_266,0.782986816115165,0.4507649337757109,0.07397722546435148,0.38671962109049907,0.23034842327742527,5,1.0,True
human,human_269,0.7918231175835707,0.4361856162326108,0.41213380268660627,0.28394631951460136,0.3480400611006038,5,1.0,True
human,human_270,0.7839488591635806,0.45119143718509735,0.21877099616791487,0.39130896884852007,0.30503998250821746,5,1.0,True
human,human_271,0.7909977220606373,0.45464667503515915,0.41763753476801285,0.46803765499649685,0.4539151022934568,5,1.0,True
human,human_272,0.7826721126277504,0.42402447049655323,0.14451378708302687,0.11194565263429282,0.12822971985865983,5,1.0,True
human,human_273,0.7790535385446363,0.33788538551916797,0.009964148326499177,-0.6321481114650377,-0.3110919815692692,5,1.0,True
human,human_274,0.7586335678311794,0.3795309093608062,-0.6703528649054501,-0.037879503642850997,-0.37781776282273255,5,0.96,True
human,human_276,0.7827394051327038,0.4119170874219476,0.10907183964627995,0.07299800935038751,0.09103492449833375,5,1.0,True
human,human_278,0.7850579418314744,0.4539590710409549,0.11299149327071623,0.407518523208955,0.26025500823983566,5,1.0,True
human,human_279,0.7662317027351232,0.4103616688645978,-0.40209403816376604,0.10989023425341352,-0.2976368709232291,5,0.96,True
human,human_282,0.781648444234324,0.42874294394328905,0.20149840326888652,0.18992389353969816,0.19571114840429232,5,0.9583333333333334,True
human,human_285,0.7783550149493103,0.45200537695071924,-0.09804765957899791,0.39788150643247033,0.14991692342673618,5,0.96,True
human,human_286,0.7768928480893861,0.39629543173892134,0.012567848993616293,-0.06421468841545687,-0.025823419710920302,5,1.0,True
human,human_288,0.7693177433171043,0.4406488603315288,-0.42790837105854307,0.30252334878153975,-0.15591460662077433,5,0.9583333333333334,True
llm,ai21/jamba-large-1.7,0.7828855041595417,0.3670770395024581,0.0890373154332691,-0.2754037974231106,-0.09318324099492074,5,1.0,True
llm,allenai/olmo-3.1-32b-instruct,0.790597114007181,0.3976811735443963,0.3869894267510598,-0.006270339131625479,0.19035954380971715,5,1.0,True
llm,amazon/nova-2-lite-v1,0.7904548895041277,0.37120819035565883,0.3815486516630384,-0.3024385649392959,0.03955504336187131,5,1.0,True
llm,amazon/nova-lite-v1,0.7856419309429912,0.37353622650359125,0.2046349838245367,-0.2354497292781669,-0.015407372726815083,5,1.0,True
llm,amazon/nova-micro-v1,0.7818234543862979,0.3936812702207539,0.02639169845547117,-0.0317211489734337,-0.0026647252589812624,5,1.0,True
llm,amazon/nova-pro-v1,0.7839233510740125,0.37035814202819184,0.16687619627344705,-0.249803159475419,-0.04146348160098598,5,1.0,True
llm,anthropic/claude-3.7-sonnet,0.7894089517533888,0.4011597069156128,0.29098441960402177,0.00931009002770689,0.1501472548158643,5,1.0,True
llm,anthropic/claude-haiku-4.5,0.7878856870566986,0.37038888177926416,0.20702183847537023,-0.2528629595299749,-0.022920560527302347,5,1.0,True
llm,anthropic/claude-opus-4.5,0.7906425287074648,0.38986511775298993,0.33870731939456594,-0.04616722197497658,0.1462700487097947,5,1.0,True
llm,anthropic/claude-opus-4.6,0.7906364796248642,0.4056521265749806,0.3157762697534583,0.0550341225286301,0.18540519614104417,5,,True
llm,anthropic/claude-opus-4.6-fast,0.7899571289076509,0.41266771876044217,0.23930354070691956,0.09926656520613678,0.16928505295652818,5,1.0,True
llm,anthropic/claude-opus-4.7,0.7974312485031163,0.43452468026377294,0.6689216052648466,0.3201920901278162,0.4945568476963314,5,1.0,True
llm,anthropic/claude-sonnet-4,0.7837607976849649,0.3790512394796264,0.13414248195735337,-0.14398323632316484,-0.004920377182905741,5,1.0,True
llm,anthropic/claude-sonnet-4.5,0.786968640016949,0.4030946085592473,0.18483261175875207,0.048126668192519054,0.1164796399756356,5,1.0,True
llm,anthropic/claude-sonnet-4.6,0.7961063372510883,0.4114131060717005,0.5068935808945507,0.1315614734468522,0.3192275271707015,5,1.0,True
llm,arcee-ai/trinity-large-preview,0.7810265774146103,0.36984256591349035,0.06042765444870137,-0.2021164086754777,-0.05943815097641281,5,1.0,True
llm,baidu/ernie-4.5-300b-a47b,0.7898243097587889,0.366049057829577,0.4415478031157738,-0.28514249708666173,0.07820265301455606,5,1.0,True
llm,baidu/ernie-4.5-vl-424b-a47b,0.7932515848132259,0.3782809906551621,0.5163997060381237,-0.18106048194222488,0.16766961204794945,5,1.0,True
llm,deepcogito/cogito-v2.1-671b,0.7885396508901138,0.38124142008810374,0.31229043992326877,-0.1471663339878475,0.08256205296771064,5,1.0,True
llm,deepseek/deepseek-chat,0.7864882558516852,0.3583589430423895,0.3131659639529246,-0.3636173731352681,-0.025225704591171703,5,1.0,True
llm,deepseek/deepseek-chat-v3-0324,0.7929351179561864,0.385885668479065,0.46793184677177246,-0.08585602424837549,0.1910379112616985,5,1.0,True
llm,deepseek/deepseek-chat-v3.1,0.7902986206902985,0.38510225623934907,0.4202407292294172,-0.12289971919265237,0.14867050501838242,5,1.0,True
llm,deepseek/deepseek-v3.1-terminus,0.7911988592385943,0.4032401330517293,0.43001483024927706,0.012552233216401231,0.22128353173283913,5,1.0,True
llm,deepseek/deepseek-v3.2,0.7890838768617616,0.3873077751979153,0.40843259536349735,-0.08529118420905289,0.1615707055772222,5,1.0,True
